가게명,카테고리,주소,리뷰
용마해장국,해장국,서울 중랑구 용마공원로5길 20,"백종원 선생님도 인정한 원래가 가성비로 제가 볼때는 그래서 소문이 난 것 같아요. 너무 잘되서 이전된 가게로 신랑이랑 중랑구 맛집 망우동 용마산에 있는 용마 해장국 먹으러 갔습니다. 주차는 유료주차인데 한시간에 2000원이고 선불이니 참고하세요. 솔직히 전날도 해장국 먹으러 진순대 갔는데 그것도 포스팅에 조만간 올려 보도록 하겠습니다. 이틀 연속 계속 해장국을 먹는데 또 먹고 싶을까 싶었는데 이번이 마지막이라고 하고 선언을 하고 따라 갔습니다. 그럼 용마해장국후기 그리고 아쉬운 점도 남겨 봅니다. 월요일은 휴무라고 하니 참고하시고 방문해 주시는 것도 좋을 것 같아요. 평소에는 웨이팅이 있는 것 같는데 주말이 아니라 평일 오전이라서 한가한 시간을 이용하는 것도 하나의 좋은 방법인 것 같아요. 중랑구 망우동 용마산 맛집을 이제서야 알게 되고 오게 되다니 티비가 집에 없다보니 아무래도 정보를 볼수도 들을수도 없는 그래도 아이들도 찾지 않고 핸드폰이 있고 패드가 있어 더욱 더 티비를 찾지 않는 것도 있는 것 같습니다. 연예인들도 많이 온 곳이라는 것을 한눈에 알수가 있었네요. 3대천왕도 안 봤는데 여기에도 사장님이 출연하신 것 같아요. 백종원 선생님도 인정한 맛집이니 벌써부터 기대감에 설레고 두근 두근합니다. 평소에 해장국을 많이 선호하는 편이 아니기에 객관적으로 솔직하게 말을 할 수 있는 주부라는 점이 이럴때는 좋은 것 같아요. 신랑이 검색해서 온 곳이기에 맛없음 바로 응징하려고 합니다. 인기를 실감하게 하는 연예인들의 싸인들 이러면 자꾸 기대하게 되는데 말입니다. 가격이 인상되어 벌써 만원이 되어 버린 용마해장국집 메뉴판입니다. 신랑은 선지를 선호하지 않아서 고기만 해장국 특으로 두개 주문 물론 선지를 좋아하시는 분들은 선지추가 하시면 됩니다. 중간에 가격이 9000원에서 10000이 되었으니 참고하셔서 방문하세요. 물론 주차비 포함하면 각각 11000원 요즘 해장국 가격이 어떻게 되는지 몰라서 어제 집하고 비교하면 싸다는 것을 이제서야 알았네요 ㅋㅋ 가성비 맛집 맞을 것 같아요. 고추장아찌 이야기를 가장 많이 듣고 블로그를 통해서 읽었는데 칭찬일색 (해장국 기다리면서 블로그 검색) 문득 친정엄마, 시어머니가 생각나는 고추장아찌 그럼 비교 대상이 될 수 없어서 왜냐하면 두분 음식에 이미 길들여져 있어서 왠만해서는 맛있다고 말을 할 수 없는 부분이네요. 공기밥이 미리 나와서 신랑이랑 한입 먹었는데 맛없는 건 절대로 아닙니다. 워낙에 음식솜씨가 좋은..."
합천돼지국밥,"돼지국밥, 국밥",서울특별시 종로구 삼일대로 418-3,서울에서도 부산 돼지국밥을 맛볼 수 있는 곳 수육 정식을 시켜도 돼지국밥 한그릇 가득 주는데 수육도 너무 맛있고 돼디국밥도 맛있음
부민옥,"육류,고기요리",서울 중구 다동길 24-12,"큼직하게 썰린 대파가 많이 들어있어 대파의 시원한 맛도 느껴지고 결대로 찢긴 고기도 듬뿍 들었어요. 딱 먹기좋은 온도로 나오지만 좀더 뜨끈하게 나오면 좋겠어요. 뜨거운 김 후후 불어가며 먹고싶게요.
혼밥하기 좋아요+2
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
3"
휴135,"스테이크,립",서울 용산구 이태원로55나길 6,"크리스마스 연휴에 갈 곳을 찾다가 발견한 곳인데 넘 만족스러운 시간이었어요. 룸이 있어서 여럿이 프라이빗하게 가기 좋았습니다. 직원분들도 친절하시고 매장도 깔끔한 분위기라 좋은 시간이었네요. 음식도 맛있었어요.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
2"
포썸,베트남음식,서울 성북구 동소문로 125,"분짜랑 떠먹는 쌀국수, 코코넛 새우튀김에 예약 서비스로 고구마롤까지 먹었는데 양 많고 다 맛있어요!! 네이버 예약하셔서 고구마롤 꼭 드세요..바삭달달 짱맛 일단 여기는 양도 많고 고기양이 많아서!!최고인 곳이에요. 떠먹는 칼국수가 동글돌글한 면인데 맛있고 고기도 짱많고 국물도 진한 칼칼하니 맛있어요 추천! 분짜도 뮤난무난 맛있음!!
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
랑빠스81,프랑스음식,서울특별시 마포구 동교로30길 17-1 101호,"음식에 정성이 느껴지고 맛도 기대이상으로 너무 좋았어요! ㅎㅎㅎ
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
3"
판코네,양식,서울 용산구 한강대로40가길 7,"친구들이랑 신년회로 두번째 방문했어요! 파스타 세가지 주문해서 먹었는데 다 맛있었어요 저번에 전반적으로 간이 세게 느껴져서 염도 조절 요청드렸더니 딱 좋았어요 분위기도 좋아서 데이트로도 추천드려요!
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
5"
백년옥,"순두부, 두부",서울특별시 서초구 남부순환로 2407,사람이 항상 많은 듯.. 본관에 줄 서있으면 별관이 더 회전 빠르다고 거기 추천하심 ㅠ 맛은 조아요 두부도 맛있고 김치도 담그시는 듯
치즈플로,"우유,유제품",서울 용산구 이태원로49길 19,"치즈를 직접 만들어서 그런지 치즈가 맛있어요 재료도 신선하고 직원들 서빙도 빠르고 친절합니다! 맛있고 깔끔해요! 친구들과 대화하기 좋은곳이에요 창가로 앉으면 더 좋을듯요!
품질이 좋아요+4
개의 리뷰가 더 있습니다
펼쳐보기"
캘리포니아키친앤크래프트펍,햄버거,서울 용산구 회나무로26길 3,"이태원 경리단길 수제버거 맛집 캘리포니아 캘리버거 결혼식이 있어서 서울에 갔다가 이대로 오기 아쉬워서 이태원 데이트를 했어요 가보고 싶었던 미술관이 있었는데 예약제라 못가고 ㅜㅜ 급하게 간 곳이지만 오랜만에 용산 전쟁기념관도 구경했답니다 차가 있으니깐 참 어딜 가야 할 지 고민이 많이 되더라구요 딱 밥을 먹을 시간대라 먼저 전쟁기념관부터 구경하고 열심히 맛집 검색을 했는데요 근처에 이태원 경리단길이 있더라구요~ 잘 모르지만 경리단길은 유명하니깐 맛집도 많겠지 하며 이태원 2동 공영주차장을 이용! 어디가나 주차 걱정... 그래도 공영주차장이 있으니깐 맘이 놓이더라구요 30분 1,500원 60분 3,000원 120분 6,000원 240분 12,000원 지하로 엄청 고불고불 들어가는 주차장이에요>< 무인 카드결제인데 나중에 결제하고 보니 다자녀 카드 할인도 있더란.... 아쉽~ 암튼 그렇게 무작정 경리단길로 향하고 거리를 돌아보았죠 그런데 제가 간쪽으로는 경리단길이 아닌건지... 아니면 맛집들이 다들 꼭꼭 숨어 있는건지 식당 자체가 많지 않더라구요 ㅜㅜ 그래서 헤매다가 눈여겨 봤던 캘리포니아 키친앤크래프트펍으로 고고!! 몰랐는데 여기 백종원의 국민음식 글로벌푸드 TV에서 나온 곳이더라구요~ 백종원 님이 극찬한 수제버거라고 하니깐 기대가 될 수밖에 없죠! 캘리포니아키친앤크래프트펍 주소 : 서울특별시 용산구 회나무로26길 3 2층 전화 : 02-790-6074 시간 : 11:00~22:00, 일 11:00~21:30 매주 수요일 정기휴무, 건물 뒷편 주차 가능 제가 갔을 때에는 오전 11시 30분 오픈이라고 되어 있는데 네이버 정보를 보니까 오전 11시 오픈이네요 날씨가 따뜻해져서 시간이 앞당겨진건지... 매주 수요일에는 휴무이고 오후9시15분 라스트오더라고 합니다 경리단길 수제버거 맛집 캘리포니아 키친 앤 크래프트 펍은 파란색 입구로 눈에 잘 띄고 공영주차장과도 멀지 않은 곳에 위치해 있어요 알고보니 건물 뒷편에 주차공간도 있더라구요! 주차 자리가 있다면 가능하고 다른 곳도 여유롭게 구경할 거라면 공영주차장 이용하는게 편하죠~ 건물 2층으로 올라가면 되구요 이국적인 분위기가 가득~ 느껴지는 곳이에요 실내도 이국적인 느낌이 들지만 외국인들이 있어서 더 그런 것 같아요~ 홀은 넓지는 않아도 편안한 분위기로 이뤄져 있더라구요 다양한 소품들로 아기자기한 느낌도 들고요 2층이라 경리단길의 모습도 보며 수제버거를 즐길 수 있답니다 물이나 소스 등은 셀프바를 이용! 테이크아웃 시에는 모든 메뉴가 10% 할인..."
을밀대,평양냉면,서울특별시 마포구 숭문길 24,서울 삼대 평양냉면인 을밀대를 가봤다. 국물이 평냉치고는 좀 간이 있긴했지만 역시나 맛있었다
정원레스토랑 어반가든,양식,서울 중구 정동길 12-15,"주변갈일있어서 예약하고 갔어요 안에 분위기도 남다르고 음식왜케 맛있나요 ㅜㅜ 하나같이 다 맛있어서 아스크림까지 주문했는데 왠욜 쫀쫀해서 더 맛있어용 메뉴하나하나 손색이 없네요 쵝오 담번에 다른메뉴 꼭 먹어보고 싶다는 생각이 들더라고요 재방문 꼬옥할께요
인테리어가 멋져요+4
개의 리뷰가 더 있습니다
펼쳐보기"
우래옥,평양냉면,서울특별시 중구 창경궁로 62-29,음식이 빠르게 나오고 진원분달 친절합니다. 산불입니다 주문과 동시 지갑 준비하세요
도우룸,이탈리아음식,서울특별시 서초구 동광로 99 2층 도우룸 레스토랑,"데이트로 다녀왔어요 음식이 깔끔하고 맛이 좋아요^^ 샐러드 깔끔하고 로메인이 신선하고 좋았어요 파스타 생면이 이런 맛이구나 싶었고 뇨끼는 정말 부드럽고 쫄깃한 식감이 좋았습니다~ 메뉴 특성상 느끼한 부분이 조금 있었고 다른 메뉴도 먹어보고 싶네요 다음에 방문하면 라자냐를 먹어보고 싶어요^^ 맛있는 음식 잘 먹었습니다~
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
2"
영일분식,"칼국수, 비빔국수",서울특별시 영등포구 도림로141가길 34-1,자주 가는 맛집이에요 ! 5시 30분에 갔는데도 사람 꽉찼었네용 ㅠㅠ칼빔면이 젤 맛있어요
지노피자 창동,양식,서울 도봉구 마들로11가길 16,"크리스마스핏자🍕 페페로니+루꼴라+치즈토핑에 크리스마스 토퍼까지. 매장에서 먹는게 제일 맛있지만 포장도 맛있어요 치즈피자에도 루꼴라 추가 있으면 좋겠어요 사장님 ㅠㅠㅋㅋㅋ 루꼴라 싱싱하고 넘 맛있었어요 암튼 순삭했네요 ㅋㅋ 메장도 크리스마스 분위기 낭낭해요🎀🎄 아기랑 갔더니 눈사람 풍선도 주셔서 사진도 잘 찍었습니다 감사합니다♥️ 다들 크리스마스엔 케이쿠 대신 피자 추천합니다😍
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
고센 기와집갈비,"육류,고기요리",서울 성북구 화랑로25길 18,"진짜 소불고기는 여기만한곳없음 고기 질이 진심 부드럽고 조미료가 강한곳이 아니라 육수로 진짜 맛내는 곳 같아요 먹으면서 계속 맛있다라는 칭찬일색 여기 갈비탕도 미침 매번 포장해서와요
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
르프리크,"치킨버거, 체리토마토",서울특별시 성동구 연무장5길 9-16 블루스톤타워 B103,정말 맛있는 치킨 버거를 고급스러운 레스토랑에서 먹는 느낌.
호지보보,"스테이크,립",서울 용산구 이태원로 140-1,"굿
특별한 메뉴가 있어요"
가타쯔무리,"우동,소바",서울 서대문구 명지대길 72,"기다려서 먹을만한 가치가 있는 곳🩵
음식이 맛있어요+2
개의 리뷰가 더 있습니다
펼쳐보기"
피양콩할마니,한식,서울특별시 강남구 삼성로81길 30,"빕구르망 맛집인 피양콩할마니! 직장에서 열일하고 점심식사로 방문했어요. 콩비지전문인데, 양도 많고 전용간장소스 넣어먹으니 맛이 더 살아나요. 옛분위기의 가격표가 그대로 붙여져있는것도 좋네요
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
5"
골목집,"오리고기, 오리불고기",서울특별시 영등포구 도림로139가길 11-1 1층 골목집,"오리불고기는 오리 냄새가 하나도 나지 않았고, 매콤한게 아닌 달달한 맛이라 오리로는 처음 먹어보는 맛이었다.
쭈꾸미는 1인분치고 쭈꾸미가 푸짐하게 들어있다. 날이 더워서인가 냄새가 조금 났음.
오감탕은 건강한 한방 맛이 나서 신기했다. 한끼 식사로 괜찮을 듯.
그리고 피날레인 날치알볶음밥이 제일 맛있었다… 배가 꽉찼는데도 계속 들어감"
레드문,중식당,서울특별시 용산구 한남대로20길 41-4 지하 1층,"서울 한남동 맛집 레드문은 미쉐린 맛집이라고 해서 방문 전부터 기대하고 갔는데 기대 이상으로 너무 맛있었어요🤍 음식 비주얼도 너무 예뻤는데 맛까지 최고예요ㅠㅠ 레드문은 분위기도 고급스럽고 예뻐서 중요한 날이나 특별한 날에 또 방문하고 싶어요
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
미성옥,"설렁탕, 수육",서울특별시 중구 명동길 25-11,명동 뒷골목 설렁탕과 수육만 파는 식당. 김치와 국물의 조화가 미쳐버렸음
대도식당 왕십리본점,소고기구이,서울 성동구 무학로12길 3,"오랜만에 찾은 왕십리 대도식당 본점 예전에 고깃집이 많지 않을때는 대도식당이 가성비 좋은 곳이였는데ᆢ 1인분에 170g 등심 부위가 질긴 부위가 있어 도저히 씹다가ㅠ 한강다리 건너왔는데 조금 실망했습니다. 좀더 숙성된 한우 육질이 좋은 고기로 신경 좀 써 주셨으면 좋겠습니다. 직원분들은 친절하고 된장죽으로 마무리했습니다. 주차는 무료입니다.
매장이 넓어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
담택,"라멘, 시오라멘",서울특별시 마포구 동교로12안길 51 1층,와사비라멘은 처음듣고 처음 맛보는데 와사비 좋아하는 1인으로서 인생 최애라멘 등극입니다!
효뜨,베트남음식,서울특별시 용산구 한강대로40가길 6 1층 2층,"오래전부터 꼭 가고 싶었던 곳이었는데!! 드디어 갔네요 ◡̈ 우선 양이 진짜 푸짐합니다. 갠적으로 공심채 볶음을 먹고 싶었는데, 디너 메뉴라 못먹고, 효뜨쌀국수 먹었는데, 진짜 해산물 완전 푸짐 그 자체였습니다!!!! 나중에 저녁가서 디너메뉴 먹어보고 싶어요!!
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
3"
줄라이,양식,서울특별시 서초구 동광로 164,"맛있어요 조용하게 식사하기 좋아요 데이트하기 좋아요
음식이 맛있어요"
서울신라호텔 콘티넨탈,프랑스음식,서울특별시 중구 동호로 249,"와 푀이타주 보세요 디저트 셰프님들 아주 칭찬합니다 짝짝 디쉬에 가을을 담고싶어했다는 콘티넨탈의 가을 메뉴입니다 알록달록한 단풍들이 그릇에 물들었어요 자몽폼을 사용한 게살 샐러드도 좋았고 단새우 문어셰비체 다 맛있었는데 그중에 제일은 밤수프!! 런치에 가시는 분들은 밤수프는 꼭 드셔보시길 추천드립니다 무화과 곁들인 오리도 너무 맛있었어요 프렌치는 역시 가금류지 그리고 푀이타주 뭔가 연못위에 놓인 다리를 보는거 같았는데 바삭하고 달콤하고 상큼한 히비스커스까지 너무 좋았어요 다리 하나 더 놔달라고 하고 싶었어요 처음부터 끝까지 불편함없게 보조해주시는 서비스팀과 소믈리에님의 재밌는 와인이야기까지 너무 좋은 시간이였습니다
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
19"
옹기종기식당,한식,서울 동작구 동작대로31길 27-12,"이수역 청국장 제육볶음 맛집 옹기종기식당
청국장이나 제육볶음 좋아하시나요? 전 청국장을 먹은게 손에 꼽을정도였지만 이집 청국장을 먹고나서 청국장에 입문하게 되었어요 남편이 우연히 찾은곳인데 넘 맛있고 가격도 저렴해서 놀랐어요 이수역 남성시장 맛집 옹기종기식당 2번째 방문입니다. 이수역 제육볶음맛집 옹기종기식당의 제육입니다. 두툼한 고기에 각종 채소를 넣어서 맛있게 볶아주십니다. 신선한 쌈채소와 같이나오는데 보통 2명이 오면 제육쌈밥하나 청국장 하나를 시키시더라구요, 가격은 제육쌈밥 만원 청국장 팔천원이에요 청국장은 뚝배기 가득 주시는데 냄새 하나 안나고 너무 맛있습니다. 청국장 못먹던 제가 이집 청국장먹고나서 청국장을 너무 좋아하게 되었답니다. 이수역 청국장 제육볶음 맛집 옹기종기식당 한상차림~~ 엄청 푸짐하게 잘나오죠 둘이 먹기에 많은양이에요 밥도 가득주십니다~~ 이수역 청국장 제육볶음맛집 옹기종기식당 밑반찬입니다. 반찬 하나하나 맛있어요 집밥을 먹는 느낌~~~ 청국장이나 제육볶음 좋아하시는분들~~ 이집 꼭 가보세용 강추입니다♡ 옹기종기식당 서울 동작구 동작대로31길 27-12 https://naver.me/GTge1QL1
이미지 수
6"
